id,sentence,difficulty;;;;;;;;;;;;
2659,La nouvelle majorité municipale vient de décider de baisser de 500 000 euros la subvention annuelle allouée à l'Opéra de Lyon.,C1;;;;;;;;;;;;
2660,Je vais aller prendre du pain à la boulangerie pour le petit-dejeuner.,A2;;;;;;;;;;;;
"2661,""Pour terminer, n'oubliez pas le maquillage"",B1";;;;;;;;;;;;
"2662,""À mesure que les lumières s'accroissent, l'esprit humain semble s'agrandir et les limites se reculent."",C2";;;;;;;;;;;;
2663,J'aime bien faire de l'escalade.,A1;;;;;;;;;;;;
2664,Elle a pris plusieurs rendez-vous pour le directeur,B1;;;;;;;;;;;;
2665,Mon fils est né ce matin.,A1;;;;;;;;;;;;
"2666,""Il explora tout le rez-de-chaussée et découvrit un appentis, ou plutôt un petit hangar encombré de vieilles caisses et de deux carcasses de camionnettes."",C1";;;;;;;;;;;;
"2667,""Il décrivait sa patrie comme une presqu'île desséchée et presque aride, semée pourtant d'oliviers ";" mais bien qu'elle fût - il l'avouait lui-même - moins riante et moins fertile que le pays à l'ombre de la forêt, il en parlait avec tant d'amour, que le jeune prince demeurait sous le charme en l'écoutant."",B2";;;;;;;;;;;
"2668,""Après lui avoir fait faire une bonne lieue, à pied, dans l'obscurité rendue plus profonde en apparence par le feu des bivouacs qui de toutes parts éclairaient l'horizon, l'adjudant remit Fabrice à un officier de gendarmerie qui, d'un air grave, lui demanda ses papiers."",C1";;;;;;;;;;;;
2669,Vous étudiiez sérieusement et vous réussissiez sans le moindre effort de votre part.,B1;;;;;;;;;;;;
2670,Tu es très sympa.,A1;;;;;;;;;;;;
"2671,""Le département a versé une aide financière à tous les lycéens ayant obtenu leur diplôme du baccalauréat avec mention """"très bien""""."",B2";;;;;;;;;;;;
2672,La compétence fiscale des communes est réduite car elle dépend du droit cantonal.,B2;;;;;;;;;;;;
"2673,""Enfin, au Moyen-Orient, la Fête des mères a lieu le premier jour du printemps, soit le 21 mars."",B2";;;;;;;;;;;;
"2674,""Néanmoins, ces observations ont été obtenues en conditions contrôlées, et l'exposition des larves selon un scénario environnementalement réaliste d'ingestion de feuilles de plantes de culture contaminées n'a jamais été encore entrepris."",C2";;;;;;;;;;;;
"2675,""Il reste au lit un quart d'heure dans le noir avant de se lever, pour faire durer la nuit."",A2";;;;;;;;;;;;
"2676,""Or, aujourd'hui, c'est un défi massif lancé à notre pays."",B2";;;;;;;;;;;;
"2677,""On est toujours sur des Zoom meetings, enfin moi, j'ai jamais l'occasion de regarder mon visage quand il est concentré"",B1";;;;;;;;;;;;
2678,Les importateurs s'engagent aussi à verser un acompte et à privilégier des relations commerciales durables avec les producteurs.,C1;;;;;;;;;;;;
2679,De quoi le prince ne se lasse pas ?,B1;;;;;;;;;;;;
2680,Tu as pris une douche et tu es allée au lit.,A2;;;;;;;;;;;;
"2681,""Bref, la démocratie a les tempes blanchies."",B2";;;;;;;;;;;;
"2682,""Si tu pars en vacances avec nous, je serais ravie."",B1";;;;;;;;;;;;
2683,Où irons-nous en vacances l'année prochaine ?,A1;;;;;;;;;;;;
"2684,""C'est une chance pour lui, il va gagner un peu plus d'argent."",B1";;;;;;;;;;;;
2685,Un secrétaire va être embauché par le directeur,B1;;;;;;;;;;;;
"2686,""En conduisant un véhicule, vous ne pouvez pas téléphoner."",B1";;;;;;;;;;;;
"2687,""Merci, c'est gentil."",A1";;;;;;;;;;;;
2688,Il a pris son parapluie et il est sorti.,A2;;;;;;;;;;;;
2689,On peut sortir tous les jours dans les bars ou en boîte,A1;;;;;;;;;;;;
"2690,""Et grâce à ces nouvelles résolutions encourageantes, je dors bien mieux maintenant !"",B1";;;;;;;;;;;;
2691,Ils fonderaient ainsi une race de mortels qui feraient renaître sur la terre la grâce des dieux exilés.,B2;;;;;;;;;;;;
2692,L'artiste peignit un paysage qu'il eut vu,C2;;;;;;;;;;;;
"2693,""Le robot Philae s'assoupit sur la comète """"Tchouri"""", après une mission historique qui a tenu en haleine et permis de récolter des données qui pourraient aider à comprendre les origines de la vie sur Terre."",B2";;;;;;;;;;;;
"2694,""Plus d'un s'imposait un quart volontaire dans les barres de perroquet, qui eût maudit une telle corvée en toute autre circonstance."",C1";;;;;;;;;;;;
2695,je fais attention.,A1;;;;;;;;;;;;
"2696,""En fin de scolarité, les garçons ont de meilleurs résultats aux exercices faisant appel à la réflexion."",B2";;;;;;;;;;;;
"2697,""Dzinkowski, (Dzinkowski, 2000), certaines études estiment que 50 à 90% de la valeur créée par les entreprises provient de l'exploitation de leurs actifs intellectuels"",C2";;;;;;;;;;;;
2698,Il vit un grand nombre de serpents qui en arrivant près d'un certain rocher le touchaient d'une herbe qu'ils tenaient à la bouche.,B1;;;;;;;;;;;;
2699,Pouvez-vous nous donner un peu plus de détails ?,A2;;;;;;;;;;;;
2700,Tu bois du vin.,A1;;;;;;;;;;;;
"2701,""Les jambes sont visiblement instituées pour être chaussées, et nous avons des chaussures."",B2";;;;;;;;;;;;
2702,Elle est marquée par une reprise de la polémique sur les Centres d'Aide par le Travail.,B1;;;;;;;;;;;;
"2703,""Avant, je me disais que ma vie était une tragédie."",B1";;;;;;;;;;;;
2704,Donc on modifie complètement la psychologie de l'élève au sein même du groupe classe.,C1;;;;;;;;;;;;
2705,Une terreur mêlée d'affection se peignit sur sa figure.,C2;;;;;;;;;;;;
"2706,""Quand Arthur rentrait enfin, je lui faisais la fête en sautant dans tous les sens, et il me sortions pour notre promenade au parc, caressait derrière les oreilles en ria Ensuite, nous où nous retrouvions quelques amis"",C1";;;;;;;;;;;;
2707,J'étais obligé d'ouvrir la fenêtre pour respirer ; mon sang me brûlait en circulant dans mes veines.,C2;;;;;;;;;;;
2708,Ces molécules organiques pouvaient être récoltées grâce à l'échantillon au sol (qui devait ensuite être réchauffé avant de pouvoir être analysé) mais pas seulement.,B2;;;;;;;;;;;;
"2709,""L'ambitieux a les dents longues mais pour réussir, les ambitieux doivent être prudents et persévérants sinon ils peuvent se casser les dents."",B2";;;;;;;;;;;;
2710,Avez-vous des déclarations à faire à ce sujet,A2;;;;;;;;;;;;
"2711,""Non, ne sors pas jouer sans protection !"",A2";;;;;;;;;;;;
"2712,""Au village, il y a les pour et les contre. Mais les enthousiastes sont les plus nombreux."",A2";;;;;;;;;;;;
2713,J'ai eu un week-end un peu spécial.,A1;;;;;;;;;;;;
2714,Je vais partir.,A1;;;;;;;;;;;;
"2715,""Quand on est petit, on apprend à marcher dès huit mois."",A2";;;;;;;;;;;;
"2716,""En deuxième position, les Français font figurer les bonnes manières, puis le sens des responsabilités."",B2";;;;;;;;;;;;
"2717,""Pour presque chaque pays, on peut en gros dessiner le schéma suivant: la cour est normalement le centre du goût, des manières et des idées venues de France et certaines de ces attitudes sont imitées par les solliciteurs qui gravitent autour de l'aristocratie et le haut personnel domestique."",C2";;;;;;;;;;;;
2718,Et fringants.,B2;;;;;;;;;;;;
"2719,""Le quartier est tranquille et agréable, et pas trop loin de l'Université"",A1";;;;;;;;;;;;
2720,Et comment le conservatoire finance-t-il la protection du littoral et l'accueil du public ?,C1;;;;;;;;;;;;
2721,L'indicateur n'était que de 40% chez les femmes en 2009.,A2;;;;;;;;;;;;
"2722,""On annonça qu'on avait servi ";" j'offris à Ellénore mon bras, qu'elle ne put refuser."",C1";;;;;;;;;;;
"2723,""Forcée à admettre que je ne manifestais aucune disposition spéciale, ni talent caché, ma mère finit par conclure, comme tant d'autres mères avant elle, qu'il ne me restait plus qu'une solution: la diplomatie."",C2";;;;;;;;;;;;
2724,Le monde se divise en deux catégories: ceux qui ont un pistolet chargé et ceux qui creusent.,B2;;;;;;;;;;;;
"2725,""D'ailleurs, le souvenir du roman facilitant l'intelligence du libretto, elle suivait l'intrigue phrase à phrase, tandis que d'insaisissables pensées qui lui revenaient, se dispersaient, aussitôt, sous les rafales de la musique."",C2";;;;;;;;;;;;
"2726,""Celui qui, à 65 ans, apprécie toujours autant ses visites dans les classes, estime que les parents ont parfois trop négligé des choses très simples"",C2";;;;;;;;;;;;
"2727,""Il avait marché brûlant, imprudent et damné, ses paupières frémissant sur ses épaisses prunelles, noires de la douleur d'une participation qui devait, quatre siècles plus tard, faire de lui une victime lorsqu'il sentit dans sa propre gorge l'écho du cri qui avait couru jadis sur la Piazza Montanara : """"Roba Vecchia !"""" - la dégradation au prix de laquelle les siens avaient survécu."",C2";;;;;;;;;;;;
"2728,""Conscient de sa popularité assez faible, il renonce par la suite à briguer un nouveau mandat présidentiel"",C1";;;;;;;;;;;;
"2729,""Dans les thérapies cognitives et comportementales (TCC) destinées aux addictions, on apprend à utiliser des stratégies pour résister aux envies irrépressibles."",C2";;;;;;;;;;;;
2730,Les activités ne manquent pas !,A1;;;;;;;;;;;;
"2731,""Tous les lundis, c'est la même chose"",A1";;;;;;;;;;;;
"2732,""""""On s'est alors dit que le terrain commençait à être favorable pour l'informatique"""", raconte David Wilgenbus."",B1";;;;;;;;;;;;
"2733,""De plus, les agences nationales réglementaires de notre pays exigent de nous davantage de qualité, de sécurité et de fiabilité."",B2";;;;;;;;;;;;
2734,Vous regardez la télévision.,A1;;;;;;;;;;;;
"2735,""Cette communauté arctique d'une centaine d'âmes, isolée sur une île de la mer de Beaufort, a répertorié les changements observés depuis le début des années 90 : hivers moins rigoureux, hausse du niveau de la mer, formation de la glace plus tard dans la saison et dégel avancé, fonte du permafrost, arrivée de nouvelles espèces animales (rouges-gorges, saumons)."",C1";;;;;;;;;;;;
"2736,""Ses idées semblaient se faire jour à travers les obstacles, et sortir de cette lutte plus agréables, plus naïves et plus neuves ";" car les idiomes étrangers rajeunissent les pensées, et les débarrassent de ces tournures qui les font paraître tour à tour communes et affectées."",C2";;;;;;;;;;;
2737,J'ai bien reçu le lecteur de DVD portable.,A1;;;;;;;;;;;;
"2738,""Un jour, en sport, je prends le ballon sur le nez."",A2";;;;;;;;;;;;
2739,Mais des femmes ayant choisi d'autres disciplines scientifiques reconnaissent qu'elles n'ont même pas envisagé cette possibilité.,B2;;;;;;;;;;;;
2740,Je veux prendre rendez-vous pour mon dos.,A2;;;;;;;;;;;;
2741,Ça va durer encore longtemps ?,A2;;;;;;;;;;;;
"2742,""En buvant de l'eau, on aide son corps à trouver son équilibre"",B1";;;;;;;;;;;;
"2743,""Et ça c'est à cause de l'école, parce que l'école les a dégoûtés, ils avaient plus envie d'apprendre ";" alors maintenant ils sont dans la rue et ils font n'importe quoi."",A2";;;;;;;;;;;
2744,Cette histoire ne ressemble pas à celle de Vacances romaines.,A1;;;;;;;;;;;;
"2745,""Le reste, ça ne m'intéresse pas du tout"",A2";;;;;;;;;;;;
2746,Elle écrit une lettre.,A1;;;;;;;;;;;;
2747,Elle voulut parler : je lui demandai de m'écouter.,C2;;;;;;;;;;;;
"2748,""Puis, quand ils eurent dépassé le bûcheron, celui-ci les rappela pour leur demander s'ils souhaitaient un cheval."",C2";;;;;;;;;;;;
"2749,""Le brun, aussi appelé marron, est la couleur du café, de la terre et de l'écorce des arbres."",A1";;;;;;;;;;;;
"2750,""D'autre part, l'échec scolaire croissant des garçons."",C1";;;;;;;;;;;;
"2751,""Alors, la fusée s'en va."",A1";;;;;;;;;;;;
"2752,""Ce processus d'homogénéisation s'est renforcé avec l'industrialisation et le progrès scientifique, qui ont imposé de nouveaux modes de communication, rapides, simples et pratiques."",C1";;;;;;;;;;;;
"2753,""Il peut survenir à toute heure, mais de préférence quand un petit rayon de soleil réchauffe votre ordinateur."",B1";;;;;;;;;;;;
"2754,""Alors, tout d'abord quel âge avez-vous ?"",A2";;;;;;;;;;;;
"2755,""Pour devenir membre, il suffit de payer la cotisation de la fédération sportive."",B2";;;;;;;;;;;;
"2756,""On lui avait tout pris, elle se retrouvait seule au monde."",B1";;;;;;;;;;;;
"2757,""Le directeur financier, sans doute moins heureux qu'il l'affichait, a tout abandonné : son travail, son entreprise, sa vie parisienne et son appartement cossu"",C1";;;;;;;;;;;;
"2758,""On n'en sort pas, et moi, j'en ai marre."",A2";;;;;;;;;;;;
2759,Vous avez des petites bouteilles d'eau si vous avez soif.,A1;;;;;;;;;;;;
"2760,""Voici un extrait de sa conférence à Lannion, le 28 mai 1988"",B2";;;;;;;;;;;;
2761,Vous devez habiter dans le centre de Limoges ou avoir une voiture.,A1;;;;;;;;;;;;
2762,Petits comme grands peuvent ainsi partir à la chasse à l'oeuf,B1;;;;;;;;;;;;
"2763,""L'invasion des fast food, la percée des cuisines ethniques, les gens qui ne cuisinent plus faute de temps, la perte du goût n'expliquent pas tout."",B2";;;;;;;;;;;;
2764,Ils ont décimé les Amérindiens et ont employé des esclaves africains dans leurs mines et leurs plantations.,C1;;;;;;;;;;;;
2765,Je souffre de problème de dos.,A2;;;;;;;;;;;;
"2766,""À midi, c'est l'heure de déjeuner"",A2";;;;;;;;;;;;
"2767,""Et je pense partir et quitter ma maison, car j'élève seule mes trois enfants"",A2";;;;;;;;;;;;
2768,Bonjour Abdel et merci pour ton message !,A1;;;;;;;;;;;;
2769,Lequel des deux assouvit le mieux sa passion ?,C1;;;;;;;;;;;;
"2770,""Originaire des Saintes, un archipel situé au sud de la Guadeloupe, Gérard-Michel a un parcours pour le moins atypique"",C1";;;;;;;;;;;;
2771,À la une de l'actualité également la situation en Australie où les autorités évoquent des dégâts considérables au lendemain d'une nouvelle journée d'incendies,B1;;;;;;;;;;;;
"2772,""Il en résulta en même temps un désir ardent d'indépendance, une grande impatience des liens dont j'étais environné, une terreur invincible d'en former de nouveaux."",C2";;;;;;;;;;;;
"2773,""L'effondrement de cet ensemble trop immense avait fractionné les routes de l'Ancien Monde, mais laissé des connaissances du lointain (Marco Polo) et des demandes devenues insatisfaites (les épices pour les Occidentaux)."",C1";;;;;;;;;;;;
2774,Toute défection démocrate doit donc être compensée par un vote républicain.,B2;;;;;;;;;;;;
"2775,""Que les Japonais, animistes, n'aient cure d'une âme transcendante, ignorent notre mythe et apprécient sans réserves leurs robots confirment l'interprétation proposée."",B2";;;;;;;;;;;;
2776,Je m'en vais.,A1;;;;;;;;;;;;
"2777,""Pour ma part, je préfère parfois voir des changements, que de voir de simples copier-coller qui respectent trop le livre, mais qui, au final, rendent le film inintéressant, sans originalité."",B2";;;;;;;;;;;;
2778,Marie est mon amie.,A1;;;;;;;;;;;;
"2779,""Bon, la première chose bien sûr, il faut être comédien."",A1";;;;;;;;;;;;
